bioindent1.C1a#ORF4	sp|P0ABZ1|FLIG_ECOLI	27.5	46	167	107	14	2	280	759	166	325	3.1e-11	70.5	sp|P0ABZ1|FLIG_ECOLI Flagellar motor switch protein FliG OS=Escherichia coli (strain K12) OX=83333 GN=fliG PE=1 SV=1	62.7
bioindent1.C1a#ORF4	sp|P0A1K0|FLIG_SALTI	27.5	46	167	107	14	2	280	759	166	325	4.1e-11	70.1	sp|P0A1K0|FLIG_SALTI Flagellar motor switch protein FliG OS=Salmonella typhi OX=90370 GN=fliG PE=3 SV=1	62.7
bioindent1.C1a#ORF8	sp|P74927|FLIM_TREPA	42.0	103	245	120	22	3	1	711	1	231	4.8e-46	186.0	sp|P74927|FLIM_TREPA Flagellar motor switch protein FliM OS=Treponema pallidum (strain Nichols) OX=243276 GN=fliM PE=3 SV=2	99.2
bioindent1.C1a#ORF8	sp|Q57511|FLIM_BORBU	39.8	97	244	125	22	4	13	708	8	241	5.5e-42	172.6	sp|Q57511|FLIM_BORBU Flagellar motor switch protein FliM OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=fliM PE=3 SV=1	97.1
bioindent1.C1a#ORF8	sp|Q9WZE6|FLIM_THEMA	30.0	72	240	152	16	5	1	708	1	228	7.4e-23	109.0	sp|Q9WZE6|FLIM_THEMA Flagellar motor switch protein FliM OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=fliM PE=1 SV=1	98.7
bioindent1.C1a#ORF14	sp|P94360|MSMX_BACSU	38.0	92	242	118	32	4	475	1197	4	214	1.5e-39	165.2	sp|P94360|MSMX_BACSU Maltodextrin import ATP-binding protein MsmX OS=Bacillus subtilis (strain 168) OX=224308 GN=msmX PE=3 SV=1	60.2
bioindent1.C1a#ORF14	sp|Q2L0H5|UGPC_BORA1	38.5	92	239	115	32	4	475	1188	4	211	1.9e-39	164.9	sp|Q2L0H5|UGPC_BORA1 sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Bordetella avium (strain 197N) OX=360910 GN=ugpC PE=3 SV=1	59.5
bioindent1.C1a#ORF14	sp|O32151|YURJ_BACSU	38.6	93	241	117	31	3	475	1197	4	213	4.2e-39	163.7	sp|O32151|YURJ_BACSU Uncharacterized ABC transporter ATP-binding protein YurJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yurJ PE=3 SV=1	60.2
bioindent1.C1a#ORF14	sp|Q6LKD4|FBPC_PHOPR	39.1	93	238	114	31	3	481	1194	9	215	7.2e-39	162.9	sp|Q6LKD4|FBPC_PHOPR Fe(3+) ions import ATP-binding protein FbpC OS=Photobacterium profundum (strain SS9) OX=298386 GN=fbpC PE=3 SV=2	59.5
bioindent1.C1a#ORF14	sp|Q9KLQ5|FBPC_VIBCH	38.7	92	238	115	31	3	481	1194	9	215	4.7e-38	160.2	sp|Q9KLQ5|FBPC_VIBCH Fe(3+) ions import ATP-binding protein FbpC OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=fbpC PE=3 SV=1	59.5
bioindent1.C1a#ORF14	sp|Q21CA3|UGPC_RHOPB	38.8	93	240	115	32	4	481	1197	6	214	4.7e-38	160.2	sp|Q21CA3|UGPC_RHOPB sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Rhodopseudomonas palustris (strain BisB18) OX=316056 GN=ugpC PE=3 SV=1	59.8
bioindent1.C1a#ORF14	sp|Q8XZX8|UGPC_RALSO	37.2	90	242	121	31	3	472	1197	3	213	8.0e-38	159.5	sp|Q8XZX8|UGPC_RALSO sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Ralstonia solanacearum (strain GMI1000) OX=267608 GN=ugpC PE=3 SV=1	60.5
bioindent1.C1a#ORF14	sp|A1URR2|UGPC_BARBK	40.3	91	226	104	31	3	520	1197	20	214	1.0e-37	159.1	sp|A1URR2|UGPC_BARBK sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Bartonella bacilliformis (strain ATCC 35685 / KC583) OX=360095 GN=ugpC PE=3 SV=1	56.5
bioindent1.C1a#ORF14	sp|Q1LLP5|UGPC_CUPMC	37.9	92	243	119	32	4	472	1197	3	214	3.0e-37	157.5	sp|Q1LLP5|UGPC_CUPMC sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) OX=266264 GN=ugpC PE=3 SV=1	60.5
bioindent1.C1a#ORF14	sp|Q6D734|FBPC1_PECAS	37.1	92	248	125	31	3	451	1194	3	219	4.0e-37	157.1	sp|Q6D734|FBPC1_PECAS Fe(3+) ions import ATP-binding protein FbpC 1 OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=fbpC1 PE=3 SV=1	62.0
bioindent1.C1a#ORF14	sp|P37009|FBPC_ECOLI	38.8	93	240	116	31	3	475	1194	7	215	4.0e-37	157.1	sp|P37009|FBPC_ECOLI Fe(3+) ions import ATP-binding protein FbpC OS=Escherichia coli (strain K12) OX=83333 GN=fbpC PE=3 SV=3	60.0
bioindent1.C1a#ORF14	sp|Q13ER6|UGPC_RHOPS	39.2	94	240	114	32	4	481	1197	6	214	4.0e-37	157.1	sp|Q13ER6|UGPC_RHOPS sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Rhodopseudomonas palustris (strain BisB5) OX=316057 GN=ugpC PE=3 SV=1	59.8
bioindent1.C1a#ORF14	sp|Q7WID6|UGPC_BORBR	37.2	89	239	118	32	4	475	1188	4	211	5.2e-37	156.8	sp|Q7WID6|UGPC_BORBR sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) OX=257310 GN=ugpC PE=3 SV=1	59.5
bioindent1.C1a#ORF14	sp|Q7VYN2|UGPC_BORPE	37.2	89	239	118	32	4	475	1188	4	211	5.2e-37	156.8	sp|Q7VYN2|UGPC_BORPE sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) OX=257313 GN=ugpC PE=3 SV=1	59.5
bioindent1.C1a#ORF14	sp|P55604|Y4OS_SINFN	34.5	88	255	136	31	3	433	1197	6	229	5.2e-37	156.8	sp|P55604|Y4OS_SINFN Uncharacterized ABC transporter ATP-binding protein y4oS OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a02170 PE=3 SV=1	63.8
bioindent1.C1a#ORF14	sp|Q0I3Y9|POTA_HAES1	36.5	88	241	122	31	3	475	1197	11	220	6.8e-37	156.4	sp|Q0I3Y9|POTA_HAES1 Spermidine/putrescine import ATP-binding protein PotA OS=Haemophilus somnus (strain 129Pt) OX=205914 GN=potA PE=3 SV=1	60.2
bioindent1.C1a#ORF14	sp|Q2K6L3|UGPC1_RHIEC	38.2	92	241	118	31	3	475	1197	4	213	6.8e-37	156.4	sp|Q2K6L3|UGPC1_RHIEC sn-glycerol-3-phosphate import ATP-binding protein UgpC 1 OS=Rhizobium etli (strain CFN 42 / ATCC 51251) OX=347834 GN=ugpC1 PE=3 SV=1	60.2
bioindent1.C1a#ORF14	sp|Q7AH43|FBPC_ECO57	38.3	92	240	117	31	3	475	1194	7	215	8.8e-37	156.0	sp|Q7AH43|FBPC_ECO57 Fe(3+) ions import ATP-binding protein FbpC OS=Escherichia coli O157:H7 OX=83334 GN=fbpC PE=3 SV=2	60.0
bioindent1.C1a#ORF14	sp|Q0K998|UGPC_CUPNH	37.4	91	243	120	32	4	472	1197	3	214	8.8e-37	156.0	sp|Q0K998|UGPC_CUPNH sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) OX=381666 GN=ugpC PE=3 SV=1	60.5
bioindent1.C1a#ORF14	sp|Q46ZM0|UGPC_CUPNJ	37.0	90	243	121	32	4	472	1197	3	214	8.8e-37	156.0	sp|Q46ZM0|UGPC_CUPNJ sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Cupriavidus necator (strain JMP 134 / LMG 1197) OX=264198 GN=ugpC PE=3 SV=1	60.5
bioindent1.C1a#ORF14	sp|Q6NDQ0|UGPC_RHOPA	39.2	94	240	114	32	4	481	1197	6	214	8.8e-37	156.0	sp|Q6NDQ0|UGPC_RHOPA sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=ugpC PE=3 SV=1	59.8
bioindent1.C1a#ORF14	sp|Q8X8K4|YCJV_ECO57	37.0	90	243	121	32	4	472	1197	3	214	8.8e-37	156.0	sp|Q8X8K4|YCJV_ECO57 Uncharacterized ABC transporter ATP-binding protein YcjV OS=Escherichia coli O157:H7 OX=83334 GN=ycjV PE=3 SV=1	60.5
bioindent1.C1a#ORF14	sp|P77481|YCJV_ECOLI	37.0	90	243	121	32	4	472	1197	3	214	8.8e-37	156.0	sp|P77481|YCJV_ECOLI Putative uncharacterized ABC transporter ATP-binding protein YcjV OS=Escherichia coli (strain K12) OX=83333 GN=ycjV PE=5 SV=2	60.5
bioindent1.C1a#ORF14	sp|Q2J2E9|UGPC_RHOP2	38.8	93	240	115	32	4	481	1197	6	214	1.2e-36	155.6	sp|Q2J2E9|UGPC_RHOP2 sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Rhodopseudomonas palustris (strain HaA2) OX=316058 GN=ugpC PE=3 SV=1	59.8
